"File exported from UTC Confirmations Portal on December 14, 2018, 14:00 EST"

Supplier Code:,0000164499
Supplier Name:,TRIPLE INC
User Email:,pkarchner@tripleinc.com
* Date Format MM/DD/YYYY

** INSTRUCTIONS:,"Please only edit Columns K-M below ""row 12"". All columns must be present and do not duplicate or delete columns. Only ""rows 10"" and above may be removed. Additional columns will be ignored as long as they don't duplicate a required column header. Naming of the column header row cannot be modified. The ordering of columns is flexible. When importing your file back into the Confirmations screen, please make sure all cells have a value matching the exported format. Date format can be MM/DD/YYYY, MM/DD/YY, M/D/YY."
** REASON CODES:,Capacity Issue,Import/ Export Control,Input Material (Vendor Supplied),Machine Down Time,Producibility Technical,Quality,Supplier Other,Natural Disaster,Commercial Issues  (Ex: PO terms/pricing),UTC Supplied Input Material,UTC Receiving/ Shipping,UTC Schedule under lead time / change,UTC Transportation / Logistics,UTC Engineering,UTC Other

PRIORITY,PRODUCT_ID,OPEN_QTY,ORDER_ID,ITEM_ID,SCH_LINE,LOCATION,REQ_DATE,OTD_DATE,COMMIT_STAT,COMMIT_DATE,REASON_CODE,COMMENTS
,826441-1,4.0,H117214A,940,2417,2702,03/21/2019,03/21/2019,COMMITTED,03/21/2019,UTC Schedule under lead time / change,
,826441-1,2.0,H117214A,940,2416,2702,03/15/2019,03/15/2019,COMMITTED,03/15/2019,UTC Schedule under lead time / change,
,826441-1,1.0,H117214A,940,2415,2702,03/01/2019,03/01/2019,COMMITTED,03/01/2019,UTC Schedule under lead time / change,
,826441-1,5.0,H117214A,940,2404,2702,04/18/2019,04/18/2019,COMMITTED,04/18/2019,UTC Schedule under lead time / change,
,826441-1,2.0,H117214A,940,2388,2702,05/03/2019,05/03/2019,COMMITTED,05/03/2019,UTC Schedule under lead time / change,
,826441-1,2.0,H117214A,940,2530,2702,05/16/2019,05/16/2019,COMMITTED,05/16/2019,UTC Schedule under lead time / change,
,826441-1,4.0,H117214A,940,2471,2702,05/16/2019,05/16/2019,COMMITTED,05/16/2019,UTC Schedule under lead time / change,
,826441-1,1.0,H117214A,940,2414,2702,03/01/2019,03/01/2019,COMMITTED,03/01/2019,UTC Schedule under lead time / change,
,826441-1,2.0,H117214A,940,2413,2702,03/01/2019,03/01/2019,COMMITTED,03/01/2019,UTC Schedule under lead time / change,
,826441-1,2.0,H117214A,940,2412,2702,02/21/2019,02/21/2019,COMMITTED,02/21/2019,UTC Schedule under lead time / change,
,826441-1,1.0,H117214A,940,2411,2702,02/13/2019,02/13/2019,COMMITTED,02/13/2019,UTC Schedule under lead time / change,
,826441-1,2.0,H117214A,940,2410,2702,02/11/2019,02/11/2019,COMMITTED,02/11/2019,UTC Schedule under lead time / change,
,826428-1,1.0,H117214A,930,2824,2702,08/29/2019,08/29/2019,COMMITTED,08/29/2019,UTC Schedule under lead time / change,
,826428-1,2.0,H117214A,930,2609,2702,05/31/2019,05/31/2019,COMMITTED,05/31/2019,UTC Schedule under lead time / change,
,826428-1,2.0,H117214A,930,2547,2702,05/16/2019,05/16/2019,COMMITTED,05/16/2019,UTC Schedule under lead time / change,
,826428-1,3.0,H117214A,930,2456,2702,04/17/2019,04/17/2019,COMMITTED,04/17/2019,,
,826428-1,5.0,H117214A,930,2784,2702,07/18/2019,07/18/2019,COMMITTED,07/18/2019,UTC Schedule under lead time / change,
,826428-1,6.0,H117214A,930,2755,2702,06/19/2019,06/19/2019,COMMITTED,06/19/2019,,
,826428-1,1.0,H117214A,930,2696,2702,06/19/2019,06/19/2019,COMMITTED,06/19/2019,UTC Schedule under lead time / change,
,826428-1,1.0,H117214A,930,2695,2702,07/18/2019,07/18/2019,COMMITTED,07/18/2019,UTC Schedule under lead time / change,
,826428-1,6.0,H117214A,930,2638,2702,05/31/2019,05/31/2019,COMMITTED,05/31/2019,UTC Schedule under lead time / change,
,826428-1,19.0,H117214A,930,2576,2702,05/16/2019,05/16/2019,COMMITTED,05/16/2019,UTC Schedule under lead time / change,
,826428-1,4.0,H117214A,930,2487,2702,05/03/2019,05/03/2019,COMMITTED,05/03/2019,UTC Schedule under lead time / change,
,826428-1,2.0,H117214A,930,2449,2702,03/21/2019,03/21/2019,COMMITTED,03/21/2019,,
,826428-1,1.0,H117214A,930,2448,2702,03/15/2019,03/15/2019,COMMITTED,03/15/2019,,
,826428-1,4.0,H117214A,930,2447,2702,03/01/2019,03/01/2019,COMMITTED,03/01/2019,UTC Schedule under lead time / change,
,826428-1,2.0,H117214A,930,2446,2702,02/21/2019,02/21/2019,COMMITTED,02/21/2019,UTC Schedule under lead time / change,
,826428-1,1.0,H117214A,930,2445,2702,02/21/2019,02/21/2019,COMMITTED,02/21/2019,UTC Schedule under lead time / change,
,826428-1,1.0,H117214A,930,2444,2702,02/13/2019,02/13/2019,COMMITTED,02/13/2019,UTC Schedule under lead time / change,
,826428-1,2.0,H117214A,930,2443,2702,02/13/2019,02/13/2019,COMMITTED,02/13/2019,UTC Schedule under lead time / change,
,826428-1,2.0,H117214A,930,2442,2702,02/11/2019,02/11/2019,COMMITTED,02/11/2019,UTC Schedule under lead time / change,
,826428-1,1.0,H117214A,930,2441,2702,02/01/2019,02/01/2019,COMMITTED,02/01/2019,UTC Schedule under lead time / change,
,826428-1,2.0,H117214A,930,2440,2702,02/01/2019,02/01/2019,COMMITTED,02/01/2019,UTC Schedule under lead time / change,
,826428-1,4.0,H117214A,930,2439,2702,01/16/2019,01/16/2019,COMMITTED,01/16/2019,UTC Schedule under lead time / change,
,826428-1,4.0,H117214A,930,2438,2702,01/11/2019,01/11/2019,COMMITTED,01/11/2019,Supplier Other,Outside process delays
,826428-1,5.0,H117214A,930,2418,2702,04/03/2019,04/03/2019,COMMITTED,04/03/2019,,
,826428-1,6.0,H117214A,930,2819,2702,07/18/2019,07/18/2019,COMMITTED,07/18/2019,,
,826428-1,1.0,H117214A,930,2818,2702,08/21/2019,08/21/2019,COMMITTED,08/21/2019,UTC Schedule under lead time / change,
,825784-1,1.0,H117214A,920,2649,2702,03/21/2019,03/21/2019,COMMITTED,03/21/2019,UTC Schedule under lead time / change,
LATE,825669-1,4.0,H117214A,880,1586,2702,01/03/2019,01/31/2019,COMMITTED,01/31/2019,UTC Schedule under lead time / change,
LATE,825669-1,5.0,H117214A,880,1585,2702,02/07/2019,03/07/2019,COMMITTED,03/07/2019,UTC Schedule under lead time / change,
,825669-1,5.0,H117214A,880,1584,2702,02/01/2019,02/01/2019,COMMITTED,02/01/2019,,
LATE,825669-1,5.0,H117214A,880,1583,2702,03/07/2019,04/04/2019,COMMITTED,04/04/2019,UTC Schedule under lead time / change,
,825669-1,1.0,H117214A,880,1582,2702,05/24/2019,05/24/2019,COMMITTED,05/24/2019,UTC Schedule under lead time / change,
,825669-1,5.0,H117214A,880,1581,2702,06/03/2019,06/03/2019,COMMITTED,06/03/2019,UTC Schedule under lead time / change,
,825656-1,9.0,H117214A,870,1275,2702,12/05/2019,12/05/2019,COMMITTED,12/05/2019,UTC Schedule under lead time / change,
,825656-1,21.0,H117214A,870,1242,2702,10/01/2019,10/01/2019,COMMITTED,10/01/2019,UTC Schedule under lead time / change,
,825656-1,16.0,H117214A,870,1241,2702,10/29/2019,10/29/2019,COMMITTED,10/29/2019,UTC Schedule under lead time / change,
LATE,825656-1,5.0,H117214A,870,1227,2702,03/12/2019,04/04/2019,COMMITTED,04/04/2019,UTC Schedule under lead time / change,
,825669-1,5.0,H117214A,880,1587,2702,01/31/2019,01/31/2019,COMMITTED,01/31/2019,UTC Schedule under lead time / change,
,825677-2,8.0,H117214A,890,1756,2702,08/07/2019,08/07/2019,COMMITTED,08/07/2019,UTC Schedule under lead time / change,
,825677-2,1.0,H117214A,890,1692,2702,06/27/2019,06/27/2019,COMMITTED,06/27/2019,UTC Schedule under lead time / change,
,825677-2,1.0,H117214A,890,1649,2702,06/27/2019,06/27/2019,COMMITTED,06/27/2019,UTC Schedule under lead time / change,
,825677-2,5.0,H117214A,890,1629,2702,03/29/2019,03/29/2019,COMMITTED,03/29/2019,UTC Schedule under lead time / change,
,825677-2,1.0,H117214A,890,1605,2702,06/11/2019,06/11/2019,COMMITTED,06/11/2019,UTC Schedule under lead time / change,
OVERDUE,825677-2,16.0,H117214A,890,1475,2702,10/30/2018,12/19/2018,COMMITTED,12/19/2018,Supplier Other,Outside process delays
OVERDUE,825677-2,3.0,H117214A,890,1117,2702,10/24/2018,12/19/2018,COMMITTED,12/19/2018,Supplier Other,Outside process delays
OVERDUE,825677-2,3.0,H117214A,890,1052,2702,10/11/2018,12/19/2018,COMMITTED,12/19/2018,Supplier Other,Outside process delays
,825669-1,1.0,H117214A,880,1731,2702,09/11/2019,09/11/2019,COMMITTED,09/11/2019,UTC Schedule under lead time / change,
,825669-1,8.0,H117214A,880,1693,2702,08/07/2019,08/07/2019,COMMITTED,08/07/2019,UTC Schedule under lead time / change,
,825669-1,5.0,H117214A,880,1653,2702,06/27/2019,06/27/2019,COMMITTED,06/27/2019,UTC Schedule under lead time / change,
,825669-1,1.0,H117214A,880,1612,2702,06/27/2019,06/27/2019,COMMITTED,06/27/2019,UTC Schedule under lead time / change,
,823768-2,1.0,H117214A,850,940,2701,04/02/2019,04/02/2019,COMMITTED,04/02/2019,,
,823768-2,3.0,H117214A,850,889,2701,03/15/2019,03/15/2019,COMMITTED,03/15/2019,,
,823768-2,2.0,H117214A,850,849,2701,02/06/2019,02/06/2019,COMMITTED,02/06/2019,UTC Schedule under lead time / change,
,823768-2,1.0,H117214A,850,1067,2701,06/18/2019,06/18/2019,COMMITTED,06/18/2019,,
,823768-2,1.0,H117214A,850,1061,2701,07/10/2019,07/10/2019,UNCOMMITTED,07/10/2019,,
,825677-2,7.0,H117214A,890,1829,2702,09/11/2019,09/11/2019,COMMITTED,09/11/2019,UTC Schedule under lead time / change,
,825777-1,1.0,H117214A,910,2758,2702,08/21/2019,08/21/2019,COMMITTED,08/21/2019,UTC Schedule under lead time / change,
,825777-1,1.0,H117214A,910,2753,2702,07/18/2019,07/18/2019,COMMITTED,07/18/2019,UTC Schedule under lead time / change,
,825777-1,5.0,H117214A,910,2752,2702,07/18/2019,07/18/2019,COMMITTED,07/18/2019,UTC Schedule under lead time / change,
,825777-1,6.0,H117214A,910,2723,2702,06/19/2019,06/19/2019,COMMITTED,06/19/2019,UTC Schedule under lead time / change,
,825777-1,1.0,H117214A,910,2677,2702,06/20/2019,06/20/2019,COMMITTED,06/20/2019,UTC Schedule under lead time / change,
,825777-1,1.0,H117214A,910,2663,2702,06/20/2019,06/20/2019,COMMITTED,06/20/2019,UTC Schedule under lead time / change,
,825777-1,2.0,H117214A,910,2590,2702,05/31/2019,05/31/2019,COMMITTED,05/31/2019,UTC Schedule under lead time / change,
,825777-1,19.0,H117214A,910,2558,2702,05/16/2019,05/16/2019,COMMITTED,05/16/2019,,
,825777-1,4.0,H117214A,910,2469,2702,05/03/2019,05/03/2019,COMMITTED,05/03/2019,UTC Schedule under lead time / change,
,825777-1,3.0,H117214A,910,2436,2702,04/17/2019,04/17/2019,COMMITTED,04/17/2019,,
,825784-1,4.0,H117214A,920,2500,2702,03/01/2019,03/01/2019,COMMITTED,03/01/2019,UTC Schedule under lead time / change,
,825784-1,2.0,H117214A,920,2461,2702,02/21/2019,02/21/2019,COMMITTED,02/21/2019,UTC Schedule under lead time / change,
,825784-1,1.0,H117214A,920,2413,2702,02/21/2019,02/21/2019,COMMITTED,02/21/2019,UTC Schedule under lead time / change,
,825784-1,1.0,H117214A,920,2412,2702,02/13/2019,02/13/2019,COMMITTED,02/13/2019,UTC Schedule under lead time / change,
,825784-1,2.0,H117214A,920,2411,2702,02/13/2019,02/13/2019,COMMITTED,02/13/2019,UTC Schedule under lead time / change,
,825784-1,2.0,H117214A,920,2410,2702,02/11/2019,02/11/2019,COMMITTED,02/11/2019,UTC Schedule under lead time / change,
,825784-1,1.0,H117214A,920,2409,2702,02/01/2019,02/01/2019,COMMITTED,02/01/2019,UTC Schedule under lead time / change,
,825784-1,2.0,H117214A,920,2408,2702,02/01/2019,02/01/2019,COMMITTED,02/01/2019,UTC Schedule under lead time / change,
,825777-1,1.0,H117214A,910,2793,2702,08/29/2019,08/29/2019,COMMITTED,08/29/2019,UTC Schedule under lead time / change,
,825777-1,6.0,H117214A,910,2788,2702,07/18/2019,07/18/2019,COMMITTED,07/18/2019,,
LATE,825685-1,5.0,H117214A,900,1586,2702,01/03/2019,01/31/2019,COMMITTED,01/31/2019,UTC Schedule under lead time / change,
,825685-1,5.0,H117214A,900,1585,2702,02/01/2019,02/01/2019,COMMITTED,02/01/2019,,
,825685-1,5.0,H117214A,900,1584,2702,03/07/2019,03/07/2019,COMMITTED,03/07/2019,,
,825685-1,1.0,H117214A,900,1583,2702,03/29/2019,03/29/2019,COMMITTED,03/29/2019,,
,825685-1,5.0,H117214A,900,1582,2702,04/04/2019,04/04/2019,COMMITTED,04/04/2019,,
OVERDUE,825685-1,3.0,H117214A,900,1485,2702,11/08/2018,12/07/2018,COMMITTED,12/19/2018,Supplier Other,Outside process delays
,825685-1,4.0,H117214A,900,1587,2702,01/31/2019,01/31/2019,COMMITTED,01/31/2019,UTC Schedule under lead time / change,
,825685-1,2.0,H117214A,900,1857,2702,10/02/2019,10/02/2019,COMMITTED,10/02/2019,UTC Schedule under lead time / change,
,825685-1,2.0,H117214A,900,1856,2702,10/09/2019,10/09/2019,COMMITTED,10/09/2019,UTC Schedule under lead time / change,
,825685-1,2.0,H117214A,900,1855,2702,10/16/2019,10/16/2019,COMMITTED,10/16/2019,UTC Schedule under lead time / change,
,825685-1,1.0,H117214A,900,1732,2702,09/04/2019,09/04/2019,COMMITTED,09/04/2019,UTC Schedule under lead time / change,
,825685-1,5.0,H117214A,900,1654,2702,06/27/2019,06/27/2019,COMMITTED,06/27/2019,UTC Schedule under lead time / change,
,825685-1,1.0,H117214A,900,1613,2702,06/11/2019,06/11/2019,COMMITTED,06/11/2019,UTC Schedule under lead time / change,
,825685-1,4.0,H117214A,900,1590,2702,12/19/2018,12/19/2018,COMMITTED,12/19/2018,UTC Schedule under lead time / change,
OVERDUE,825685-1,4.0,H117214A,900,1589,2702,12/06/2018,12/19/2018,COMMITTED,12/19/2018,UTC Schedule under lead time / change,
,825685-1,5.0,H117214A,900,1588,2702,12/28/2018,12/28/2018,COMMITTED,12/28/2018,UTC Schedule under lead time / change,
,1003505-1,6.0,H117214A,1140,5508,2701,08/15/2019,08/15/2019,COMMITTED,08/15/2019,,
,1003505-1,3.0,H117214A,1140,5507,2701,08/08/2019,08/08/2019,COMMITTED,08/08/2019,,
,1003505-1,2.0,H117214A,1140,5506,2701,08/01/2019,08/01/2019,COMMITTED,08/01/2019,,
,1003505-1,2.0,H117214A,1140,5505,2701,07/25/2019,07/25/2019,COMMITTED,07/25/2019,,
,1003505-1,2.0,H117214A,1140,5504,2701,07/18/2019,07/18/2019,COMMITTED,07/18/2019,,
,1003505-1,2.0,H117214A,1140,5503,2701,07/11/2019,07/11/2019,COMMITTED,07/11/2019,,
,823841-1,21.0,H117214A,860,5311,2701,05/15/2019,05/15/2019,COMMITTED,05/15/2019,,
,823841-1,21.0,H117214A,860,5182,2701,04/26/2019,04/26/2019,COMMITTED,04/26/2019,,
,823841-1,19.0,H117214A,860,5009,2701,04/11/2019,04/11/2019,COMMITTED,04/11/2019,,
,823841-1,19.0,H117214A,860,4891,2701,03/28/2019,03/28/2019,COMMITTED,03/28/2019,,
,823841-1,18.0,H117214A,860,4765,2701,03/15/2019,03/15/2019,COMMITTED,03/15/2019,,
,823841-1,21.0,H117214A,860,4643,2701,03/01/2019,03/01/2019,COMMITTED,03/01/2019,UTC Schedule under lead time / change,
,823841-1,20.0,H117214A,860,4642,2701,02/13/2019,02/13/2019,COMMITTED,02/13/2019,UTC Schedule under lead time / change,
,823841-1,20.0,H117214A,860,4641,2701,01/30/2019,01/30/2019,COMMITTED,01/30/2019,UTC Schedule under lead time / change,
,1003505-1,2.0,H117214A,1140,5402,2701,07/03/2019,07/03/2019,COMMITTED,07/03/2019,,
,1003505-1,2.0,H117214A,1140,5401,2701,06/26/2019,06/26/2019,COMMITTED,06/26/2019,,
,1003505-1,2.0,H117214A,1140,5069,2701,06/06/2019,06/06/2019,COMMITTED,06/06/2019,,
,1003505-1,4.0,H117214A,1140,5197,2701,06/13/2019,06/13/2019,COMMITTED,06/13/2019,,
,1003505-1,2.0,H117214A,1140,4436,2701,04/17/2019,04/17/2019,COMMITTED,04/17/2019,UTC Schedule under lead time / change,
LATE,1003505-1,6.0,H117214A,1140,4224,2701,01/17/2019,01/17/2019,COMMITTED,02/11/2019,Input Material (Vendor Supplied),Screen material delays
,813771-2,2.0,H117214A,1300,988,2701,04/10/2019,04/10/2019,COMMITTED,04/10/2019,UTC Schedule under lead time / change,
,813771-2,1.0,H117214A,1300,951,2701,04/03/2019,04/03/2019,COMMITTED,04/03/2019,UTC Schedule under lead time / change,
,813771-2,1.0,H117214A,1300,917,2701,04/02/2019,04/02/2019,COMMITTED,04/02/2019,UTC Schedule under lead time / change,
,813771-2,3.0,H117214A,1300,813,2701,02/27/2019,02/27/2019,COMMITTED,02/27/2019,UTC Schedule under lead time / change,
OVERDUE,546333,6.0,H117214A,1230,4,2702,07/27/2018,12/03/2018,COMMITTED,01/31/2019,UTC Schedule under lead time / change,transition from spotbuy to lta
,1006674-1,8.0,H117214A,1320,716,2702,02/12/2019,02/12/2019,COMMITTED,02/12/2019,UTC Schedule under lead time / change,
,1006674-1,8.0,H117214A,1320,667,2702,01/02/2019,01/02/2019,COMMITTED,01/02/2019,UTC Schedule under lead time / change,
,1006674-1,3.0,H117214A,1320,666,2702,12/15/2018,12/15/2018,COMMITTED,12/15/2018,Supplier Other,Machine down in EDM Wire
,813771-2,1.0,H117214A,1300,1022,2701,06/18/2019,06/18/2019,COMMITTED,06/18/2019,,
,813771-2,1.0,H117214A,1300,1016,2701,05/22/2019,05/22/2019,COMMITTED,05/22/2019,,
,1007645-1,5.0,H117214A,1210,367,2702,05/24/2019,05/24/2019,COMMITTED,05/24/2019,,
,1007645-1,2.0,H117214A,1210,335,2702,03/29/2019,03/29/2019,COMMITTED,03/29/2019,,
,823841-1,27.0,H117214A,860,5368,2701,06/14/2019,06/14/2019,COMMITTED,06/14/2019,,
,1003505-1,2.0,H117214A,1140,4967,2701,05/30/2019,05/30/2019,COMMITTED,05/30/2019,,
LATE,1004195-1,24.0,H117214A,1120,4421,2701,02/14/2019,02/14/2019,COMMITTED,03/04/2019,Supplier Other,Single Source for HVOF Coating
LATE,1004195-1,8.0,H117214A,1120,4420,2701,02/07/2019,02/07/2019,COMMITTED,03/04/2019,Supplier Other,Single Source for HVOF Coating
LATE,1004195-1,7.0,H117214A,1120,4419,2701,02/07/2019,02/07/2019,COMMITTED,03/04/2019,Supplier Other,Single Source for HVOF Coating
LATE,1004195-1,8.0,H117214A,1120,4417,2701,01/24/2019,01/24/2019,COMMITTED,03/04/2019,Supplier Other,Single Source for HVOF Coating
LATE,1004195-1,8.0,H117214A,1120,4416,2701,01/17/2019,01/24/2019,COMMITTED,03/04/2019,Supplier Other,Single Source for HVOF Coating
LATE,1004195-1,8.0,H117214A,1120,4415,2701,01/10/2019,01/31/2019,COMMITTED,03/04/2019,Supplier Other,Single Source for HVOF Coating
OVERDUE,1004195-1,9.0,H117214A,1120,4414,2701,12/06/2018,02/07/2019,COMMITTED,02/11/2019,Supplier Other,Single Source for HVOF Coating
OVERDUE,1004195-1,9.0,H117214A,1120,4413,2701,11/29/2018,01/11/2019,COMMITTED,02/11/2019,Supplier Other,Single Source for HVOF Coating
OVERDUE,1004195-1,9.0,H117214A,1120,4412,2701,11/06/2018,01/11/2019,COMMITTED,01/11/2019,Supplier Other,Single Source for HVOF Coating
OVERDUE,1004195-1,9.0,H117214A,1120,4411,2701,11/01/2018,01/11/2019,COMMITTED,01/11/2019,Supplier Other,Single Source for HVOF Coating
,1004195-1,9.0,H117214A,1120,4410,2701,03/07/2019,03/07/2019,COMMITTED,03/07/2019,,
,1004195-1,9.0,H117214A,1120,4409,2701,04/27/2019,04/27/2019,COMMITTED,04/27/2019,Supplier Other,SINGLE SOURCE FOR HVOF COATING
LATE,1004195-1,7.0,H117214A,1120,4408,2701,04/17/2019,04/17/2019,COMMITTED,04/27/2019,Supplier Other,SINGLE SOURCE FOR HVOF COATING
LATE,1004195-1,14.0,H117214A,1120,4407,2701,04/03/2019,04/03/2019,COMMITTED,04/27/2019,Supplier Other,SINGLE SOURCE FOR HVOF COATING
LATE,1004195-1,7.0,H117214A,1120,4406,2701,03/28/2019,04/10/2019,COMMITTED,04/27/2019,Supplier Other,SINGLE SOURCE FOR HVOF COATING
LATE,1004195-1,7.0,H117214A,1120,4405,2701,03/21/2019,04/17/2019,COMMITTED,04/27/2019,Supplier Other,SINGLE SOURCE FOR HVOF COATING
OVERDUE,1004195-1,6.0,H117214A,1120,4297,2701,10/25/2018,01/07/2019,COMMITTED,01/11/2019,Supplier Other,Single Source for HVOF Coating
OVERDUE,1004195-1,4.0,H117214A,1120,4165,2701,10/25/2018,11/27/2018,COMMITTED,01/11/2019,Supplier Other,Single Source for HVOF Coating
LATE,1004195-1,8.0,H117214A,1120,4418,2701,01/31/2019,01/31/2019,COMMITTED,03/04/2019,Supplier Other,Single Source for HVOF Coating
LATE,1004195-1,7.0,H117214A,1120,4404,2701,03/14/2019,04/25/2019,COMMITTED,04/27/2019,Supplier Other,SINGLE SOURCE FOR HVOF COATING
,1004195-1,7.0,H117214A,1120,4403,2701,05/02/2019,05/02/2019,COMMITTED,05/02/2019,,
,1004195-1,14.0,H117214A,1120,4402,2701,05/09/2019,05/09/2019,COMMITTED,05/09/2019,,
,1004195-1,7.0,H117214A,1120,4401,2701,05/22/2019,05/22/2019,COMMITTED,05/22/2019,,
,1004195-1,7.0,H117214A,1120,4400,2701,05/30/2019,05/30/2019,COMMITTED,05/30/2019,,
OVERDUE,1004195-1,8.0,H117214A,1120,4422,2701,11/13/2018,01/07/2019,COMMITTED,01/11/2019,Supplier Other,Single Source for HVOF Coating
,1004195-1,18.0,H117214A,1120,5487,2701,11/07/2019,11/07/2019,COMMITTED,11/07/2019,,
,1004195-1,10.0,H117214A,1120,5486,2701,10/31/2019,10/31/2019,COMMITTED,10/31/2019,,
,1004195-1,9.0,H117214A,1120,5394,2701,10/24/2019,10/24/2019,COMMITTED,10/24/2019,,
,1004195-1,9.0,H117214A,1120,5246,2701,10/17/2019,10/17/2019,COMMITTED,10/17/2019,,
,1004195-1,6.0,H117214A,1120,5165,2701,10/10/2019,10/10/2019,COMMITTED,10/10/2019,,
,1004195-1,7.0,H117214A,1120,5108,2701,10/03/2019,10/03/2019,COMMITTED,10/03/2019,,
,1004195-1,6.0,H117214A,1120,5016,2701,09/26/2019,09/26/2019,COMMITTED,09/26/2019,,
,1004195-1,6.0,H117214A,1120,4924,2701,09/19/2019,09/19/2019,COMMITTED,09/19/2019,,
,1004195-1,6.0,H117214A,1120,4812,2701,09/12/2019,09/12/2019,COMMITTED,09/12/2019,,
,1004195-1,6.0,H117214A,1120,4718,2701,09/05/2019,09/05/2019,COMMITTED,09/05/2019,,
,1004195-1,6.0,H117214A,1120,4640,2701,08/28/2019,08/28/2019,COMMITTED,08/28/2019,,
,1004195-1,16.0,H117214A,1120,4452,2701,06/13/2019,06/13/2019,COMMITTED,06/13/2019,,
,1004195-1,8.0,H117214A,1120,4451,2701,06/26/2019,06/26/2019,COMMITTED,06/26/2019,,
,1004195-1,8.0,H117214A,1120,4450,2701,07/03/2019,07/03/2019,COMMITTED,07/03/2019,,
,1004195-1,8.0,H117214A,1120,4449,2701,07/11/2019,07/11/2019,COMMITTED,07/11/2019,,
,1004195-1,8.0,H117214A,1120,4448,2701,07/18/2019,07/18/2019,COMMITTED,07/18/2019,,
,1004195-1,8.0,H117214A,1120,4447,2701,07/25/2019,07/25/2019,COMMITTED,07/25/2019,,
,1004195-1,8.0,H117214A,1120,4446,2701,08/01/2019,08/01/2019,COMMITTED,08/01/2019,,
,1004195-1,6.0,H117214A,1120,4445,2701,08/08/2019,08/08/2019,COMMITTED,08/08/2019,,
,1004195-1,12.0,H117214A,1120,4444,2701,08/15/2019,08/15/2019,COMMITTED,08/15/2019,,
,1004195-1,7.0,H117214A,1120,4426,2701,06/06/2019,06/06/2019,COMMITTED,06/06/2019,,
OVERDUE,1004195-1,17.0,H117214A,1120,4425,2701,12/11/2018,12/11/2018,COMMITTED,02/11/2019,Supplier Other,Single Source for HVOF Coating
OVERDUE,1004195-1,8.0,H117214A,1120,4424,2701,12/11/2018,12/11/2018,COMMITTED,02/11/2019,Supplier Other,Single Source for HVOF Coating
OVERDUE,1004195-1,8.0,H117214A,1120,4423,2701,11/20/2018,01/07/2019,COMMITTED,01/11/2019,Supplier Other,Single Source for HVOF Coating
,826577-1,13.0,H117214A,950,2301,2702,07/30/2019,07/30/2019,COMMITTED,07/30/2019,UTC Schedule under lead time / change,
,826577-1,2.0,H117214A,950,2300,2702,07/30/2019,07/30/2019,COMMITTED,07/30/2019,UTC Schedule under lead time / change,
,826577-1,10.0,H117214A,950,2299,2702,07/01/2019,07/01/2019,COMMITTED,07/01/2019,UTC Schedule under lead time / change,
,826577-1,5.0,H117214A,950,2298,2702,06/27/2019,06/27/2019,COMMITTED,06/27/2019,UTC Schedule under lead time / change,
,1003505-1,2.0,H117214A,1140,4860,2701,05/22/2019,05/22/2019,COMMITTED,05/22/2019,,
,1003505-1,4.0,H117214A,1140,4650,2701,05/09/2019,05/09/2019,COMMITTED,05/09/2019,,
,1003505-1,2.0,H117214A,1140,4543,2701,05/02/2019,05/02/2019,COMMITTED,05/02/2019,,
,1003505-1,3.0,H117214A,1140,4327,2701,04/26/2019,04/26/2019,COMMITTED,04/26/2019,Supplier Other,
LATE,1003505-1,3.0,H117214A,1140,4223,2701,01/10/2019,01/10/2019,COMMITTED,02/11/2019,Input Material (Vendor Supplied),Screen material delays
LATE,1003505-1,3.0,H117214A,1140,4222,2701,01/03/2019,01/03/2019,COMMITTED,02/11/2019,Input Material (Vendor Supplied),Screen material delays
LATE,1003505-1,3.0,H117214A,1140,4221,2701,12/18/2018,12/18/2018,COMMITTED,02/11/2019,Input Material (Vendor Supplied),Screen material delays
OVERDUE,1003505-1,3.0,H117214A,1140,4219,2701,11/29/2018,12/18/2018,COMMITTED,02/11/2019,Input Material (Vendor Supplied),Screen material delays
OVERDUE,1003505-1,2.0,H117214A,1140,4218,2701,11/13/2018,01/02/2019,COMMITTED,01/02/2019,Input Material (Vendor Supplied),Screen material delays
OVERDUE,1003505-1,3.0,H117214A,1140,4216,2701,11/20/2018,01/17/2019,COMMITTED,02/11/2019,Input Material (Vendor Supplied),SCREEN MATERIAL ISSUES
OVERDUE,1003505-1,3.0,H117214A,1140,4215,2701,11/13/2018,01/24/2019,COMMITTED,02/11/2019,Input Material (Vendor Supplied),WAITING ON SCREEN MATERIAL
,1003505-1,3.0,H117214A,1140,4214,2701,03/30/2019,03/30/2019,COMMITTED,03/30/2019,Supplier Other,
,1003505-1,3.0,H117214A,1140,4213,2701,03/30/2019,03/30/2019,COMMITTED,03/30/2019,Supplier Other,
LATE,1003505-1,3.0,H117214A,1140,4212,2701,03/21/2019,03/21/2019,COMMITTED,03/30/2019,Supplier Other,
LATE,1003505-1,3.0,H117214A,1140,4211,2701,03/14/2019,03/14/2019,COMMITTED,03/30/2019,Supplier Other,
LATE,1003505-1,3.0,H117214A,1140,4210,2701,03/07/2019,03/07/2019,COMMITTED,03/30/2019,Supplier Other,
LATE,1003505-1,3.0,H117214A,1140,4209,2701,02/28/2019,03/07/2019,COMMITTED,03/30/2019,Supplier Other,
